ProjectNumber,ProjectName,ProjectType,CurrentStatus,ProgramName,MetricCategory,MetricDetail1,MetricDetail2,MetricDetail3,ProposedAnswer,FinalAnswer,UnitTypeName,Action_MetricLevel,ActionSummary_MetricLevel
14-2214,Duckabush Estuary Feasibility Study,P,Active,ESRP,Sponsor Match: Donated Un-paid Labor (volunteers),Number of hours volunteers contributed to the project (A.13.a.1),,,0,0,Number,,
14-2214,Duckabush Estuary Feasibility Study,P,Active,ESRP,Salmonid Habitat Assessment / Inventory,Landowner willingness inventory,Number of landowers contacted,,5,0,Number,Landowner Contact,Assessment
14-2214,Duckabush Estuary Feasibility Study,P,Active,ESRP,Jobs Created,Number of jobs created by this project,,,14.80,0.00,Number,,
14-1375,West Sound Nearshore Integration & Synthesis,P,Active,PSAR,Sponsor Match: Donated Un-paid Labor (volunteers),Number of hours volunteers contributed to the project (A.13.a.1),,,0,0,Number,,
14-1375,West Sound Nearshore Integration & Synthesis,P,Active,PSAR,Jobs Created,Number of jobs created by this project,,,1.00,0.00,Number,,
14-1949,Evergreen Park Nearshore Restoration Design,P,Active,PSAR,Sponsor Match: Donated Un-paid Labor (volunteers),Number of hours volunteers contributed to the project (A.13.a.1),,,0,0,Number,,
14-1949,Evergreen Park Nearshore Restoration Design,P,Active,PSAR,Cultural Resources,Cultural resources,Acres surveyed for cultural resources,,1.40,0.00,Acres,Cultural,Human
14-1949,Evergreen Park Nearshore Restoration Design,P,Active,PSAR,Jobs Created,Number of jobs created by this project,,,3.46,0.00,Number,,
15-1189,Big Quilcene River Floodplain Key Pieces,A,Active,PSAR,Riparian Habitat Project,Riparian Plant removal / control (C.5.h.1),Miles of streambank treated for plant removal/control (C.5.h.4),,0.04,0.00,Miles,Remove Plants Invasive,Waste
15-1189,Big Quilcene River Floodplain Key Pieces,A,Active,PSAR,Riparian Habitat Project,Total Riparian Miles Streambank Treated (C.5.b.1),,,0.04,0.00,Miles,,
15-1189,Big Quilcene River Floodplain Key Pieces,A,Active,PSAR,Riparian Habitat Project,Total Riparian Acres Treated (C.5.b.2),,,1.6,0.0,Acres,,
15-1189,Big Quilcene River Floodplain Key Pieces,A,Active,PSAR,Sponsor Match: Donated Un-paid Labor (volunteers),Number of hours volunteers contributed to the project (A.13.a.1),,,0,0,Number,,
15-1189,Big Quilcene River Floodplain Key Pieces,A,Active,PSAR,Riparian Habitat Project,Riparian Plant removal / control (C.5.h.1),Acres of riparian treated for plant removal/control (C.5.h.3),,1.6,0.0,Acres,Remove Plants Invasive,Waste
15-1189,Big Quilcene River Floodplain Key Pieces,A,Active,PSAR,General restoration activities,Restoration signs,Number of signs installed,,1,0,Number,Infrastructure,Human
15-1189,Big Quilcene River Floodplain Key Pieces,A,Active,PSAR,General restoration activities,Traffic control,Number of days of traffic control,,1,0,Number,Infrastructure,Human
15-1189,Big Quilcene River Floodplain Key Pieces,A,Active,PSAR,Incidentals,Noxious weed control,Acres treated for noxious weeds by method,,2.06,0.00,Acres,Remove Plants Invasive,Waste
15-1189,Big Quilcene River Floodplain Key Pieces,A,Active,PSAR,Incidentals,Noxious weed control,Acres treated for noxious weeds by method,,1.56,0.00,Acres,Remove Plants Invasive,Waste
15-1189,Big Quilcene River Floodplain Key Pieces,A,Active,PSAR,Real Property Acquisition,Project Acres Acquired,,,2.45,0.00,Acres,,
15-1189,Big Quilcene River Floodplain Key Pieces,A,Active,PSAR,Real Property Acquisition,Miles Of Streambank Protected By Land or Easement Acquisition,,,0.04,0.00,Miles,,
15-1189,Big Quilcene River Floodplain Key Pieces,A,Active,PSAR,Riparian Habitat Project,Planting (C.5.c.1),Miles of streambank planted (C.5.c.4),,0.04,0.00,Miles,Riparian,Habitat
15-1189,Big Quilcene River Floodplain Key Pieces,A,Active,PSAR,Real Property Acquisition,Land,Acres by Acreage Type (fee simple),,1.56,0.00,Acres,Land Acquisition Fee Simple,Acquisition
15-1189,Big Quilcene River Floodplain Key Pieces,A,Active,PSAR,Real Property Acquisition,Land,Acres by Acreage Type (fee simple),,0.89,0.00,Acres,Land Acquisition Fee Simple,Acquisition
15-1189,Big Quilcene River Floodplain Key Pieces,A,Active,PSAR,Permits,Obtain permits,Number of permits required for implementation of project,,2,0,Number,Permit,Planning
15-1189,Big Quilcene River Floodplain Key Pieces,A,Active,PSAR,Jobs Created,Number of jobs created by this project,,,0.00,0.00,Number,,
15-1189,Big Quilcene River Floodplain Key Pieces,A,Active,PSAR,Riparian Habitat Project,Planting (C.5.c.1),Average Riparian Width,,640,0,Feet,Riparian,Habitat
15-1189,Big Quilcene River Floodplain Key Pieces,A,Active,PSAR,Real Property Acquisition,Land,Acres zoned as agricultural land,,0.00,0.00,Acres,Land Acquisition Ag,Acquisition
15-1189,Big Quilcene River Floodplain Key Pieces,A,Active,PSAR,Riparian Habitat Project,Planting (C.5.c.1),Acres Planted in riparian (C.5.c.3),,1.6,0.0,Acres,Riparian,Habitat
15-1191,Hood Canal Bridge Impact Assessment,P,Active,SALMON FED PROJ,Salmonid Habitat Assessment / Inventory,Habitat surveys (B.2.d),Acres of habitat assessed (B.2.d.2),,250.0,0.0,Acres,Survey,Assessment
15-1191,Hood Canal Bridge Impact Assessment,P,Active,SALMON FED PROJ,Sponsor Match: Donated Un-paid Labor (volunteers),Number of hours volunteers contributed to the project (A.13.a.1),,,0,0,Number,,
15-1191,Hood Canal Bridge Impact Assessment,P,Active,SALMON FED PROJ,Salmonid Habitat Assessment / Inventory,Habitat surveys (B.2.d),Amount Of Habitat Assessed That Needed Restoration (B.2.d.3),,0.0,0.0,Acres,Survey,Assessment
15-1191,Hood Canal Bridge Impact Assessment,P,Active,SALMON FED PROJ,Jobs Created,Number of jobs created by this project,,,0.00,0.00,Number,,
15-1192,"Salmon Creek Bridge Construction, West Uncas Road",R,Active,PSAR,Sponsor Match: Donated Un-paid Labor (volunteers),Number of hours volunteers contributed to the project (A.13.a.1),,,0,0,Number,,
15-1192,"Salmon Creek Bridge Construction, West Uncas Road",R,Active,PSAR,Fish Passage Improvement,Bridge installed or improved (C.2.g.1),Number of bridges (C.2.g.2),,1,0,Number,Structure Installation,Fish Passage
15-1192,"Salmon Creek Bridge Construction, West Uncas Road",R,Active,PSAR,Fish Passage Improvement,Square Miles Of streambed made accessible (C.2.b.2),,,0.2,0.0,Sq Miles,,
15-1192,"Salmon Creek Bridge Construction, West Uncas Road",R,Active,PSAR,Fish Passage Improvement,Number of blockages / impediments / barriers impeding passage (C.2.b.4),,,1,0,Number,,
15-1192,"Salmon Creek Bridge Construction, West Uncas Road",R,Active,PSAR,Fish Passage Improvement,Bridge installed or improved (C.2.g.1),Miles of stream made accessible by bridge installation/repair (C.2.g.3),,0.75,0.00,Miles,Structure Installation,Fish Passage
15-1192,"Salmon Creek Bridge Construction, West Uncas Road",R,Active,PSAR,Fish Passage Improvement,Miles Of Stream Made Accessible (C.2.b.1),,,0.75,0.00,Miles,,
15-1192,"Salmon Creek Bridge Construction, West Uncas Road",R,Active,PSAR,Permits,Obtain permits,Number of permits required for implementation of project,,2,0,Number,Permit,Planning
15-1192,"Salmon Creek Bridge Construction, West Uncas Road",R,Active,PSAR,Jobs Created,Number of jobs created by this project,,,0.00,0.00,Number,,
15-1195,Skokomish Valley Rd Realignment Conceptual Design,P,Active,PSAR,Sponsor Match: Donated Un-paid Labor (volunteers),Number of hours volunteers contributed to the project (A.13.a.1),,,0,0,Number,,
15-1195,Skokomish Valley Rd Realignment Conceptual Design,P,Active,PSAR,Cultural Resources,Cultural resources,Acres surveyed for cultural resources,,182.70,0.00,Acres,Cultural,Human
15-1195,Skokomish Valley Rd Realignment Conceptual Design,P,Active,PSAR,Jobs Created,Number of jobs created by this project,,,0.00,0.00,Number,,
15-1196,Upper SF Skokomish Channel - Floodplain Assessment,P,Active,PSAR,Sponsor Match: Donated Un-paid Labor (volunteers),Number of hours volunteers contributed to the project (A.13.a.1),,,0,0,Number,,
15-1196,Upper SF Skokomish Channel - Floodplain Assessment,P,Active,PSAR,Salmonid Habitat Assessment / Inventory,Instream survey (B.2.c),Stream Miles Assessed That Needed Restoration (B.2.c.4),,10.00,0.00,Miles,Survey,Assessment
15-1196,Upper SF Skokomish Channel - Floodplain Assessment,P,Active,PSAR,Salmonid Habitat Assessment / Inventory,Instream survey (B.2.c),Stream miles assessed that contained salmonids (B.2.c.3),,12.00,0.00,Miles,Survey,Assessment
15-1196,Upper SF Skokomish Channel - Floodplain Assessment,P,Active,PSAR,Salmonid Habitat Assessment / Inventory,Instream survey (B.2.c),Stream Miles Assessed For Regulatory Actions (B.2.c.5),,0.00,0.00,Miles,Survey,Assessment
15-1196,Upper SF Skokomish Channel - Floodplain Assessment,P,Active,PSAR,Salmonid Habitat Assessment / Inventory,Instream survey (B.2.c),Stream Miles Assessed (B.2.c.2),,12.00,0.00,Miles,Survey,Assessment
15-1196,Upper SF Skokomish Channel - Floodplain Assessment,P,Active,PSAR,Salmonid Habitat Assessment / Inventory,Instream survey (B.2.c),Number of fish passage impediments identified (B.2.c.6),,0,0,Number,Survey,Assessment
15-1196,Upper SF Skokomish Channel - Floodplain Assessment,P,Active,PSAR,Equipment,Purchase miscellaneous equipment,Number of miscellaneous equipment items,,5,0,Number,Miscellaneous,Planning
15-1196,Upper SF Skokomish Channel - Floodplain Assessment,P,Active,PSAR,Jobs Created,Number of jobs created by this project,,,0.00,0.00,Number,,
15-1197,Weaver Creek Reconnection,R,Active,PSAR,Riparian Habitat Project,Total Riparian Acres Treated (C.5.b.2),,,1.2,0.0,Acres,,
15-1197,Weaver Creek Reconnection,R,Active,PSAR,Sponsor Match: Donated Un-paid Labor (volunteers),Number of hours volunteers contributed to the project (A.13.a.1),,,0,0,Number,,
15-1197,Weaver Creek Reconnection,R,Active,PSAR,Riparian Habitat Project,Total Riparian Miles Streambank Treated (C.5.b.1),,,0.14,0.00,Miles,,
15-1197,Weaver Creek Reconnection,R,Active,PSAR,Instream Habitat Project,Channel reconfiguration and connectivity (C.4.c.1),Miles of Off-Channel Stream Created (C.4.c.4),,0.14,0.00,Miles,Channel Connectivity,Habitat
15-1197,Weaver Creek Reconnection,R,Active,PSAR,Instream Habitat Project,Channel structure placement (C.4.d.1),Miles of Stream Treated for channel structure placement (C.4.d.3),,0.14,0.00,Miles,In-stream Installation,Habitat
15-1197,Weaver Creek Reconnection,R,Active,PSAR,Instream Habitat Project,Channel structure placement (C.4.d.1),Number of structures placed in channel (C.4.d.7),,25,0,Number,In-stream Installation,Habitat
15-1197,Weaver Creek Reconnection,R,Active,PSAR,Instream Habitat Project,Channel reconfiguration and connectivity (C.4.c.1),Instream Pools Created/Added (C.4.c.6),,0,0,Number,Channel Connectivity,Habitat
15-1197,Weaver Creek Reconnection,R,Active,PSAR,Instream Habitat Project,Channel structure placement (C.4.d.1),Acres Of Streambed Treated for channel structure placement (C.4.d.4),,0.1,0.0,Acres,In-stream Installation,Habitat
15-1197,Weaver Creek Reconnection,R,Active,PSAR,Instream Habitat Project,Channel reconfiguration and connectivity (C.4.c.1),Miles of Stream Treated for channel reconfiguration and connectivity (C.4.c.3),,0.55,0.00,Miles,Channel Connectivity,Habitat
15-1197,Weaver Creek Reconnection,R,Active,PSAR,Instream Habitat Project,Channel structure placement (C.4.d.1),Pools Created through channel structure placement (C.4.d.5),,0,0,Number,In-stream Installation,Habitat
15-1197,Weaver Creek Reconnection,R,Active,PSAR,Instream Habitat Project,Channel reconfiguration and connectivity (C.4.c.1),Acres Of Channel/Off-Channel Connected Or Added (C.4.c.5),,0.1,0.0,Acres,Channel Connectivity,Habitat
15-1197,Weaver Creek Reconnection,R,Active,PSAR,Cultural Resources,Cultural resources,Acres surveyed for cultural resources,,0.50,0.00,Acres,Cultural,Human
15-1197,Weaver Creek Reconnection,R,Active,PSAR,Riparian Habitat Project,Planting (C.5.c.1),Miles of streambank planted (C.5.c.4),,0.14,0.00,Miles,Riparian,Habitat
15-1197,Weaver Creek Reconnection,R,Active,PSAR,Permits,Obtain permits,Number of permits required for implementation of project,,6,0,Number,Permit,Planning
15-1197,Weaver Creek Reconnection,R,Active,PSAR,Riparian Habitat Project,Planting (C.5.c.1),Average Riparian Width,,100,0,Feet,Riparian,Habitat
15-1197,Weaver Creek Reconnection,R,Active,PSAR,Instream Habitat Project,Channel structure placement (C.4.d.1),Yards Of Average Stream-Width At Mid-Point Of Worksite (C.4.d.6),,10,0,Yards,In-stream Installation,Habitat
15-1197,Weaver Creek Reconnection,R,Active,PSAR,Jobs Created,Number of jobs created by this project,,,0.00,0.00,Number,,
15-1197,Weaver Creek Reconnection,R,Active,PSAR,Instream Habitat Project,Total Miles Of Instream Habitat Treated (C.4.b),,,0.14,0.00,Miles,,
15-1197,Weaver Creek Reconnection,R,Active,PSAR,Riparian Habitat Project,Planting (C.5.c.1),Acres Planted in riparian (C.5.c.3),,1.2,0.0,Acres,Riparian,Habitat
15-1205,Lower Mainstem Skokomish LWD Design – HWY 101,P,Active,PSAR,Sponsor Match: Donated Un-paid Labor (volunteers),Number of hours volunteers contributed to the project (A.13.a.1),,,0,0,Number,,
15-1205,Lower Mainstem Skokomish LWD Design – HWY 101,P,Active,PSAR,Cultural Resources,Cultural resources,Acres surveyed for cultural resources,,26.80,0.00,Acres,Cultural,Human
15-1205,Lower Mainstem Skokomish LWD Design – HWY 101,P,Active,PSAR,Equipment,Purchase miscellaneous equipment,Number of miscellaneous equipment items,,4,0,Number,Miscellaneous,Planning
15-1205,Lower Mainstem Skokomish LWD Design – HWY 101,P,Active,PSAR,Jobs Created,Number of jobs created by this project,,,3.65,0.00,Number,,
15-1074,Cowling Creek Culverts Replacement Feasibility,P,Active,PSAR,Sponsor Match: Donated Un-paid Labor (volunteers),Number of hours volunteers contributed to the project (A.13.a.1),,,0,0,Number,,
15-1074,Cowling Creek Culverts Replacement Feasibility,P,Active,PSAR,Cultural Resources,Cultural resources,Acres surveyed for cultural resources,,0.01,0.00,Acres,Cultural,Human
15-1074,Cowling Creek Culverts Replacement Feasibility,P,Active,PSAR,Jobs Created,Number of jobs created by this project,,,0.00,0.00,Number,,
15-1075,Harper Estuary Restoration Final Design,P,Active,SALMON FED PROJ,Sponsor Match: Donated Un-paid Labor (volunteers),Number of hours volunteers contributed to the project (A.13.a.1),,,0,0,Number,,
15-1075,Harper Estuary Restoration Final Design,P,Active,SALMON FED PROJ,Jobs Created,Number of jobs created by this project,,,0.00,0.00,Number,,
15-1080,Grovers Creek Protection Phase II,A,Active,SALMON ST PROJ,Sponsor Match: Donated Un-paid Labor (volunteers),Number of hours volunteers contributed to the project (A.13.a.1),,,0,0,Number,,
15-1080,Grovers Creek Protection Phase II,A,Active,SALMON ST PROJ,Incidentals,Survey (Acq),Acres surveyed,,0.00,0.00,Acres,Survey,Assessment
15-1080,Grovers Creek Protection Phase II,A,Active,SALMON ST PROJ,Incidentals,Signs (Acq),Number of permanent signs that identify site and funding partners,,10,0,Number,Incidentals,Unspecified
15-1080,Grovers Creek Protection Phase II,A,Active,SALMON ST PROJ,Incidentals,Noxious weed control,Acres treated for noxious weeds by method,,28.00,0.00,Acres,Remove Plants Invasive,Waste
15-1080,Grovers Creek Protection Phase II,A,Active,SALMON ST PROJ,Real Property Acquisition,Miles Of Streambank Protected By Land or Easement Acquisition,,,1.78,0.00,Miles,,
15-1080,Grovers Creek Protection Phase II,A,Active,SALMON ST PROJ,Real Property Acquisition,Easement,Acres by Acreage Type (easement),,13.81,0.00,Acres,Land Acquisition Easement,Acquisition
15-1080,Grovers Creek Protection Phase II,A,Active,SALMON ST PROJ,Real Property Acquisition,Easement,Acres by Acreage Type (easement),,12.10,0.00,Acres,Land Acquisition Easement,Acquisition
15-1080,Grovers Creek Protection Phase II,A,Active,SALMON ST PROJ,Real Property Acquisition,Easement,Acres by Acreage Type (easement),,7.69,0.00,Acres,Land Acquisition Easement,Acquisition
15-1080,Grovers Creek Protection Phase II,A,Active,SALMON ST PROJ,Real Property Acquisition,Project Acres Acquired,,,74.55,0.00,Acres,,
15-1080,Grovers Creek Protection Phase II,A,Active,SALMON ST PROJ,Real Property Acquisition,Easement,Acres zoned as agricultural land,,0.00,0.00,Acres,Land Acquisition Ag,Acquisition
15-1080,Grovers Creek Protection Phase II,A,Active,SALMON ST PROJ,Real Property Acquisition,Land,Acres by Acreage Type (fee simple),,26.80,0.00,Acres,Land Acquisition Fee Simple,Acquisition
15-1080,Grovers Creek Protection Phase II,A,Active,SALMON ST PROJ,Real Property Acquisition,Land,Acres by Acreage Type (fee simple),,9.61,0.00,Acres,Land Acquisition Fee Simple,Acquisition
15-1080,Grovers Creek Protection Phase II,A,Active,SALMON ST PROJ,Real Property Acquisition,Land,Acres zoned as agricultural land,,0.00,0.00,Acres,Land Acquisition Ag,Acquisition
15-1080,Grovers Creek Protection Phase II,A,Active,SALMON ST PROJ,Jobs Created,Number of jobs created by this project,,,0.00,0.00,Number,,
15-1080,Grovers Creek Protection Phase II,A,Active,SALMON ST PROJ,Real Property Acquisition,Land,Acres by Acreage Type (fee simple),,4.54,0.00,Acres,Land Acquisition Fee Simple,Acquisition
15-1408,West Sound Watersheds Council Lead Entity 2015-17,P,Active,SALMON-LE FED,Sponsor Match: Donated Un-paid Labor (volunteers),Number of hours volunteers contributed to the project (A.13.a.1),,,0,0,Number,,
15-1408,West Sound Watersheds Council Lead Entity 2015-17,P,Active,SALMON-LE FED,Jobs Created,Number of jobs created by this project,,,0.00,0.00,Number,,
15-1107,West Oakland Bay Restoration & Conservation,P,Active,PSAR,Sponsor Match: Donated Un-paid Labor (volunteers),Number of hours volunteers contributed to the project (A.13.a.1),,,0,0,Number,,
15-1107,West Oakland Bay Restoration & Conservation,P,Active,PSAR,Estuarine / Nearshore Project,Total Amount Of Estuarine / Nearshore Acres Treated (C.9.b),,,23.5,0.0,Acres,,
15-1107,West Oakland Bay Restoration & Conservation,P,Active,PSAR,Estuarine / Nearshore Project,Channel modification (C.9.c.1),Acres of Estuary Treated (C.9.c.3),,3.8,0.0,Acres,Channel Connectivity,Habitat
